ball_speed,ball_acceleration,ball_theta,zero_speed,zero_acceleration,zero_theta,final_pocket
-105.5706688644058,-0.013719242756953796,350.0194126010197,-45761.784547705174,2947.7369056857583,58.436551089305894,17
